(1, 1, 1)
(1, 1, 2)
(1, 2, 2)
(1, 3, 2)
(1, 4, 2)
(1, 4, 3)
(1, 5, 3)
(1, 6, 3)
(2, 6, 3)
(3, 6, 3)
(3, 7, 3)
(3, 8, 3)
(3, 8, 4)
(3, 8, 5)
(3, 9, 5)
(3, 10, 5)
(3, 10, 6)
(3, 11, 6)
(4, 11, 6)
(4, 11, 7)
(4, 12, 7)
(4, 13, 7)
(4, 14, 7)
(4, 14, 8)
(5, 14, 8)
(6, 14, 8)
(6, 15, 8)
(7, 15, 8)
(7, 16, 8)
(7, 16, 9)
(7, 17, 9)
(8, 17, 9)
(8, 17, 10)
(8, 17, 11)
(9, 17, 11)
(9, 18, 11)
(9, 19, 11)
(9, 19, 12)
(9, 19, 13)
(9, 20, 13)
(9, 20, 14)
(9, 20, 15)
(9, 21, 15)
(10, 21, 15)
(10, 22, 15)
(10, 22, 16)
(10, 22, 17)
(10, 22, 18)
(10, 22, 19)
(11, 22, 19)
(11, 22, 20)
(11, 23, 20)
(11, 23, 21)
(11, 23, 22)
(11, 24, 22)
(11, 24, 23)
(11, 25, 23)
(11, 25, 24)
(11, 25, 25)
(12, 25, 25)
