(25, 49, 25)
(25, 49, 24)
(25, 49, 23)
(25, 49, 22)
(25, 49, 21)
(25, 49, 20)
(25, 49, 19)
(25, 49, 18)
(25, 49, 17)
(25, 49, 16)
(25, 49, 15)
(25, 49, 14)
(25, 49, 13)
(25, 49, 12)
(25, 48, 12)
(25, 47, 12)
(25, 46, 12)
(25, 45, 12)
(25, 44, 12)
(25, 43, 12)
(25, 42, 12)
(25, 41, 12)
(25, 40, 12)
(25, 39, 12)
(25, 38, 12)
(25, 37, 12)
(25, 36, 12)
(25, 35, 12)
(25, 34, 12)
(25, 33, 12)
(25, 32, 12)
(25, 31, 12)
(25, 30, 12)
(25, 29, 12)
(25, 28, 12)
(25, 27, 12)
(25, 26, 12)
(25, 25, 12)
(25, 24, 12)
(25, 23, 12)
(25, 22, 12)
(25, 21, 12)
(25, 20, 12)
(25, 19, 12)
(25, 18, 12)
(25, 17, 12)
(25, 16, 12)
(25, 15, 12)
(25, 14, 12)
(25, 13, 12)
(25, 12, 12)
(24, 12, 12)
(23, 12, 12)
(22, 12, 12)
(21, 12, 12)
(20, 12, 12)
(19, 12, 12)
(18, 12, 12)
(17, 12, 12)
(16, 12, 12)
(15, 12, 12)
(14, 12, 12)
(13, 12, 12)
(12, 12, 12)
