(25, 25, 0)
(24, 25, 0)
(24, 24, 0)
(24, 23, 0)
(24, 23, 1)
(24, 22, 1)
(24, 22, 2)
(23, 22, 2)
(22, 22, 2)
(22, 22, 3)
(21, 22, 3)
(21, 22, 4)
(21, 22, 5)
(21, 22, 6)
(21, 22, 7)
(20, 22, 7)
(19, 22, 7)
(19, 22, 8)
(19, 22, 9)
(18, 22, 9)
(17, 22, 9)
(17, 23, 9)
(17, 23, 10)
(17, 22, 10)
(16, 22, 10)
(16, 22, 11)
(16, 21, 11)
(16, 21, 12)
(16, 21, 13)
(16, 20, 13)
(16, 20, 14)
(16, 21, 14)
(16, 21, 15)
(16, 21, 16)
(16, 20, 16)
(16, 19, 16)
(16, 18, 16)
(16, 18, 17)
(16, 17, 17)
(16, 16, 17)
(16, 15, 17)
(15, 15, 17)
(15, 14, 17)
(14, 14, 17)
(14, 14, 18)
(14, 14, 19)
(13, 14, 19)
(13, 14, 20)
(13, 14, 21)
(13, 14, 22)
(13, 13, 22)
(13, 13, 23)
(13, 13, 24)
(13, 13, 25)
(12, 13, 25)
(12, 12, 25)
