(40, 10, 10)
(39, 10, 10)
(39, 11, 10)
(38, 11, 10)
(37, 11, 10)
(37, 12, 10)
(37, 12, 11)
(37, 12, 12)
(36, 12, 12)
(35, 12, 12)
(34, 12, 12)
(34, 12, 13)
(33, 12, 13)
(32, 12, 13)
(32, 13, 13)
(32, 13, 14)
(31, 13, 14)
(31, 12, 14)
(30, 12, 14)
(29, 12, 14)
(29, 12, 15)
(29, 12, 16)
(29, 12, 17)
(29, 13, 17)
(28, 13, 17)
(28, 14, 17)
(28, 14, 18)
(28, 14, 19)
(28, 14, 20)
(27, 14, 20)
(26, 14, 20)
(25, 14, 20)
(24, 14, 20)
(23, 14, 20)
(22, 14, 20)
(21, 14, 20)
(20, 14, 20)
(19, 14, 20)
(18, 14, 20)
(17, 14, 20)
(17, 14, 21)
(17, 14, 22)
(16, 14, 22)
(15, 14, 22)
(15, 14, 23)
(15, 13, 23)
(15, 13, 24)
(14, 13, 24)
(14, 14, 24)
(13, 14, 24)
(13, 14, 25)
(13, 13, 25)
(12, 13, 25)
(12, 12, 25)
