(1, 1, 1)
(1, 1, 2)
(1, 1, 3)
(2, 1, 3)
(3, 1, 3)
(4, 1, 3)
(5, 1, 3)
(5, 1, 4)
(5, 2, 4)
(5, 2, 5)
(6, 2, 5)
(6, 3, 5)
(7, 3, 5)
(7, 3, 6)
(7, 4, 6)
(7, 4, 5)
(7, 5, 5)
(7, 6, 5)
(8, 6, 5)
(9, 6, 5)
(10, 6, 5)
(10, 6, 6)
(10, 6, 7)
(10, 6, 8)
(11, 6, 8)
(12, 6, 8)
(12, 6, 9)
(13, 6, 9)
(13, 6, 10)
(13, 7, 10)
(13, 8, 10)
(13, 8, 11)
(13, 8, 12)
(13, 8, 13)
(13, 8, 14)
(14, 8, 14)
(14, 8, 15)
(14, 9, 15)
(15, 9, 15)
(15, 10, 15)
(15, 10, 16)
(15, 10, 17)
(14, 10, 17)
(14, 11, 17)
(14, 11, 18)
(14, 11, 19)
(14, 11, 20)
(14, 11, 21)
(14, 11, 22)
(14, 11, 23)
(14, 11, 24)
(14, 11, 25)
(14, 12, 25)
(13, 12, 25)
(12, 12, 25)
