(10, 10)
(10, 11)
(10, 12)
(10, 13)
(10, 14)
(10, 15)
(10, 16)
(10, 17)
(10, 18)
(10, 19)
(10, 20)
(10, 21)
(11, 21)
(12, 21)
(13, 21)
(14, 21)
(15, 21)
(16, 21)
(17, 21)
(18, 21)
(19, 21)
(20, 21)
(21, 21)
(21, 22)
(20, 22)
(20, 23)
(20, 24)
(20, 25)
(20, 26)
(21, 26)
(21, 27)
(21, 28)
(22, 28)
(22, 29)
(22, 30)
(22, 31)
(23, 31)
(24, 31)
(25, 31)
(25, 32)
(25, 33)
(26, 33)
(27, 33)
(27, 34)
(27, 35)
(27, 36)
(27, 37)
(27, 38)
(28, 38)
(29, 38)
(29, 39)
(29, 40)
(28, 40)
(28, 41)
(29, 41)
(29, 42)
(30, 42)
(30, 43)
(31, 43)
(31, 44)
(32, 44)
(33, 44)
(34, 44)
(35, 44)
(35, 45)
(36, 45)
(36, 46)
(36, 47)
(37, 47)
(37, 48)
(37, 49)
(37, 50)
(38, 50)
(38, 51)
(39, 51)
(40, 51)
(41, 51)
(42, 51)
(43, 51)
(43, 52)
(43, 53)
(43, 54)
(43, 55)
(43, 56)
(44, 56)
(45, 56)
(45, 57)
(46, 57)
(47, 57)
(47, 58)
(47, 59)
(47, 60)
(47, 61)
(47, 62)
(48, 62)
(48, 63)
(49, 63)
(49, 64)
(50, 64)
(51, 64)
(51, 65)
(52, 65)
(53, 65)
(54, 65)
(54, 66)
(54, 67)
(55, 67)
(55, 68)
(56, 68)
(57, 68)
(57, 69)
(57, 70)
(58, 70)
(59, 70)
(60, 70)
(61, 70)
(62, 70)
(62, 71)
(63, 71)
(64, 71)
(65, 71)
(66, 71)
(67, 71)
(67, 72)
(67, 73)
(67, 74)
(68, 74)
(69, 74)
(70, 74)
(71, 74)
(72, 74)
(72, 73)
(73, 73)
(74, 73)
(74, 74)
(75, 74)
(76, 74)
(76, 75)
(77, 75)
(78, 75)
(79, 75)
(80, 75)
(81, 75)
(82, 75)
(82, 76)
(82, 77)
(83, 77)
(83, 78)
(84, 78)
(84, 79)
(85, 79)
(85, 80)
(85, 81)
(85, 82)
(85, 83)
(85, 84)
(86, 84)
(87, 84)
(88, 84)
(88, 85)
(89, 85)
(90, 85)
(91, 85)
(91, 86)
(91, 87)
(91, 88)
(91, 89)
(92, 89)
(93, 89)
(94, 89)
(95, 89)
(96, 89)
(96, 90)
(97, 90)
(98, 90)
(99, 90)
(100, 90)
(101, 90)
(102, 90)
(102, 91)
(102, 92)
(103, 92)
(104, 92)
(104, 93)
(104, 94)
(105, 94)
(105, 95)
(106, 95)
(107, 95)
(108, 95)
(109, 95)
(110, 95)
(111, 95)
(112, 95)
(113, 95)
(114, 95)
(114, 96)
(115, 96)
(115, 97)
(116, 97)
(117, 97)
(118, 97)
(119, 97)
(120, 97)
(121, 97)
(122, 97)
(122, 98)
(122, 99)
(123, 99)
(124, 99)
(124, 100)
(125, 100)
(125, 101)
(126, 101)
(127, 101)
(128, 101)
(128, 102)
(128, 103)
(128, 104)
(129, 104)
(130, 104)
(130, 105)
(130, 106)
(131, 106)
(131, 107)
(132, 107)
(133, 107)
(133, 108)
(134, 108)
(135, 108)
(135, 109)
(136, 109)
(136, 110)
(137, 110)
(138, 110)
(139, 110)
(139, 111)
(140, 111)
(141, 111)
(142, 111)
(143, 111)
(144, 111)
(144, 112)
(145, 112)
(145, 113)
(146, 113)
(146, 114)
(147, 114)
(148, 114)
(149, 114)
(150, 114)
(151, 114)
(151, 115)
(152, 115)
(153, 115)
(154, 115)
(154, 116)
(154, 117)
(155, 117)
(156, 117)
(156, 118)
(156, 119)
(156, 120)
(157, 120)
(157, 121)
(157, 122)
(157, 123)
(157, 124)
(158, 124)
(159, 124)
(160, 124)
(161, 124)
(162, 124)
(163, 124)
(164, 124)
(164, 123)
(165, 123)
(166, 123)
(166, 122)
(167, 122)
(168, 122)
(169, 122)
(170, 122)
(171, 122)
(172, 122)
(173, 122)
(174, 122)
(175, 122)
(176, 122)
(177, 122)
(178, 122)
(178, 123)
(179, 123)
(180, 123)
(181, 123)
(181, 124)
(181, 125)
(181, 126)
(181, 127)
(181, 128)
(181, 129)
(182, 129)
(183, 129)
(184, 129)
(185, 129)
(185, 130)
(186, 130)
(187, 130)
(188, 130)
(189, 130)
(190, 130)
(191, 130)
(192, 130)
(193, 130)
(194, 130)
(194, 131)
(195, 131)
(195, 132)
(196, 132)
(197, 132)
(198, 132)
(199, 132)
(199, 133)
(199, 134)
(200, 134)
(200, 135)
(200, 136)
(201, 136)
(201, 137)
(202, 137)
(203, 137)
(203, 138)
(204, 138)
(205, 138)
(205, 139)
(205, 140)
(206, 140)
(206, 141)
(207, 141)
(208, 141)
(209, 141)
(210, 141)
(210, 142)
(211, 142)
(212, 142)
(212, 143)
(213, 143)
(213, 144)
(213, 145)
(214, 145)
(215, 145)
(216, 145)
(216, 146)
(217, 146)
(218, 146)
(219, 146)
(220, 146)
(221, 146)
(222, 146)
(222, 145)
(223, 145)
(224, 145)
(225, 145)
(226, 145)
(227, 145)
(228, 145)
(228, 144)
(229, 144)
(230, 144)
(231, 144)
(232, 144)
(233, 144)
(234, 144)
(235, 144)
(236, 144)
(237, 144)
(237, 145)
(238, 145)
(238, 144)
(239, 144)
(240, 144)
(240, 143)
(240, 142)
(241, 142)
(242, 142)
(243, 142)
(244, 142)
(245, 142)
(246, 142)
(246, 143)
(247, 143)
(248, 143)
(249, 143)
(250, 143)
