(800, 800)
(801, 800)
(801, 799)
(801, 798)
(801, 797)
(802, 797)
(802, 796)
(802, 795)
(802, 794)
(803, 794)
(803, 793)
(803, 792)
(803, 791)
(803, 790)
(804, 790)
(805, 790)
(805, 789)
(805, 788)
(806, 788)
(806, 787)
(806, 786)
(806, 785)
(806, 784)
(807, 784)
(807, 783)
(807, 782)
(807, 781)
(807, 780)
(808, 780)
(808, 779)
(809, 779)
(810, 779)
(810, 778)
(810, 777)
(810, 776)
(810, 775)
(809, 775)
(809, 774)
(809, 773)
(809, 772)
(810, 772)
(811, 772)
(812, 772)
(812, 771)
(812, 770)
(812, 769)
(813, 769)
(814, 769)
(814, 768)
(814, 767)
(814, 766)
(814, 765)
(814, 764)
(814, 763)
(814, 762)
(814, 761)
(815, 761)
(815, 760)
(815, 759)
(816, 759)
(816, 758)
(817, 758)
(817, 757)
(818, 757)
(819, 757)
(820, 757)
(821, 757)
(821, 756)
(822, 756)
(822, 755)
(822, 754)
(822, 753)
(823, 753)
(824, 753)
(824, 752)
(824, 751)
(825, 751)
(825, 750)
(825, 749)
(825, 748)
(825, 747)
(825, 746)
(825, 745)
(825, 744)
(825, 743)
(825, 742)
(825, 741)
(825, 740)
(825, 739)
(825, 738)
(825, 737)
(825, 736)
(825, 735)
(825, 734)
(825, 733)
(825, 732)
(825, 731)
(826, 731)
(826, 730)
(826, 729)
(827, 729)
(827, 728)
(827, 727)
(827, 726)
(827, 725)
(827, 724)
(827, 723)
(827, 722)
(827, 721)
(826, 721)
(826, 720)
(826, 719)
(826, 718)
(826, 717)
(826, 716)
(825, 716)
(825, 715)
(825, 714)
(826, 714)
(826, 713)
(826, 712)
(826, 711)
(826, 710)
(827, 710)
(827, 709)
(827, 708)
(827, 707)
(827, 706)
(827, 705)
(827, 704)
(828, 704)
(828, 703)
(828, 702)
(828, 701)
(828, 700)
(828, 699)
(828, 698)
(828, 697)
(828, 696)
(828, 695)
(828, 694)
(828, 693)
(828, 692)
(828, 691)
(828, 690)
(828, 689)
(828, 688)
(828, 687)
(828, 686)
(828, 685)
(828, 684)
(828, 683)
(827, 683)
(827, 682)
(826, 682)
(826, 681)
(826, 680)
(827, 680)
(827, 679)
(827, 678)
(827, 677)
(827, 676)
(827, 675)
(827, 674)
(827, 673)
(827, 672)
(827, 671)
(827, 670)
(828, 670)
(828, 669)
(829, 669)
(830, 669)
(830, 668)
(830, 667)
(830, 666)
(831, 666)
(831, 665)
(831, 664)
(831, 663)
(831, 662)
(831, 661)
(831, 660)
(831, 659)
(831, 658)
(831, 657)
(831, 656)
(832, 656)
(833, 656)
(834, 656)
(835, 656)
(836, 656)
(836, 655)
(836, 654)
(837, 654)
(837, 653)
(837, 652)
(837, 651)
(838, 651)
(838, 650)
(838, 649)
(838, 648)
(838, 647)
(838, 646)
(839, 646)
(839, 645)
(839, 644)
(839, 643)
(839, 642)
(839, 641)
(840, 641)
(840, 640)
(840, 639)
(840, 638)
(841, 638)
(841, 637)
(842, 637)
(842, 636)
(842, 635)
(842, 634)
(842, 633)
(843, 633)
(843, 632)
(843, 631)
(843, 630)
(843, 629)
(843, 628)
(843, 627)
(843, 626)
(844, 626)
(844, 625)
(845, 625)
(845, 624)
(845, 623)
(846, 623)
(846, 622)
(847, 622)
(847, 621)
(847, 620)
(847, 619)
(847, 618)
(847, 617)
(848, 617)
(848, 616)
(847, 616)
(847, 615)
(847, 614)
(848, 614)
(849, 614)
(849, 613)
(849, 612)
(849, 611)
(849, 610)
(849, 609)
(849, 608)
(849, 607)
(849, 606)
(849, 605)
(849, 604)
(850, 604)
(851, 604)
(851, 603)
(851, 602)
(851, 601)
(851, 600)
(852, 600)
(853, 600)
(853, 599)
(853, 598)
(853, 597)
(853, 596)
(854, 596)
(855, 596)
(855, 595)
(856, 595)
(856, 594)
(856, 593)
(856, 592)
(857, 592)
(857, 591)
(857, 590)
(856, 590)
(856, 589)
(856, 588)
(856, 587)
(856, 586)
(856, 585)
(856, 584)
(856, 583)
(857, 583)
(857, 582)
(857, 581)
(858, 581)
(858, 580)
(859, 580)
(860, 580)
(860, 579)
(861, 579)
(862, 579)
(863, 579)
(863, 578)
(863, 577)
(864, 577)
(864, 576)
(865, 576)
(866, 576)
(866, 575)
(866, 574)
(866, 573)
(867, 573)
(867, 572)
(868, 572)
(868, 571)
(868, 570)
(867, 570)
(867, 569)
(867, 568)
(867, 567)
(867, 566)
(868, 566)
(869, 566)
(869, 565)
(869, 564)
(869, 563)
(869, 562)
(869, 561)
(869, 560)
(869, 559)
(869, 558)
(869, 557)
(869, 556)
(869, 555)
(870, 555)
(870, 554)
(870, 553)
(870, 552)
(870, 551)
(870, 550)
(870, 549)
(870, 548)
(871, 548)
(871, 547)
(871, 546)
(871, 545)
(871, 544)
(871, 543)
(872, 543)
(873, 543)
(874, 543)
(874, 542)
(875, 542)
(875, 541)
(875, 540)
(875, 539)
(875, 538)
(875, 537)
(875, 536)
(875, 535)
(875, 534)
(875, 533)
(875, 532)
(875, 531)
(875, 530)
(876, 530)
(877, 530)
(877, 529)
(877, 528)
(878, 528)
(879, 528)
(880, 528)
(881, 528)
(881, 527)
(882, 527)
(883, 527)
(883, 526)
(883, 525)
(883, 524)
(883, 523)
(883, 522)
(883, 521)
(882, 521)
(882, 520)
(882, 519)
(882, 518)
(882, 517)
(882, 516)
(882, 515)
(883, 515)
(883, 514)
(883, 513)
(883, 512)
(883, 511)
(883, 510)
(884, 510)
(884, 509)
(885, 509)
(885, 508)
(885, 507)
(885, 506)
(886, 506)
(886, 505)
(886, 504)
(886, 503)
(885, 503)
(885, 502)
(885, 501)
(885, 500)
(885, 499)
(886, 499)
(886, 498)
(886, 497)
(886, 496)
(886, 495)
(886, 494)
(887, 494)
(887, 493)
(887, 492)
(887, 491)
(887, 490)
(887, 489)
(887, 488)
(887, 487)
(887, 486)
(888, 486)
(889, 486)
(889, 485)
(889, 484)
(889, 483)
(889, 482)
(889, 481)
(889, 480)
(890, 480)
(890, 479)
(890, 478)
(890, 477)
(891, 477)
(892, 477)
(892, 476)
(892, 475)
(892, 474)
(892, 473)
(892, 472)
(892, 471)
(893, 471)
(893, 470)
(894, 470)
(894, 469)
(895, 469)
(895, 468)
(895, 467)
(895, 466)
(895, 465)
(895, 464)
(895, 463)
(895, 462)
(894, 462)
(894, 461)
(894, 460)
(895, 460)
(895, 459)
(895, 458)
(895, 457)
(895, 456)
(895, 455)
(895, 454)
(895, 453)
(895, 452)
(895, 451)
(895, 450)
(896, 450)
(897, 450)
(897, 449)
(897, 448)
(897, 447)
(897, 446)
(898, 446)
(898, 445)
(898, 444)
(898, 443)
(898, 442)
(898, 441)
(899, 441)
(899, 440)
(900, 440)
(900, 439)
(900, 438)
(901, 438)
(902, 438)
(902, 437)
(902, 436)
(901, 436)
(901, 435)
(900, 435)
(900, 434)
(900, 433)
(900, 432)
(901, 432)
(901, 431)
(901, 430)
(902, 430)
(902, 429)
(902, 428)
(902, 427)
(903, 427)
(903, 426)
(904, 426)
(904, 425)
(905, 425)
(906, 425)
(906, 424)
(906, 423)
(906, 422)
(906, 421)
(907, 421)
(907, 420)
(907, 419)
(907, 418)
(907, 417)
(908, 417)
(909, 417)
(910, 417)
(911, 417)
(912, 417)
(913, 417)
(914, 417)
(915, 417)
(916, 417)
(916, 416)
(916, 415)
(916, 414)
(917, 414)
(917, 413)
(918, 413)
(918, 412)
(918, 411)
(919, 411)
(919, 410)
(919, 409)
(919, 408)
(919, 407)
(919, 406)
(919, 405)
(920, 405)
(920, 404)
(920, 403)
(920, 402)
(920, 401)
(920, 400)
(921, 400)
(921, 399)
(922, 399)
(922, 398)
(922, 397)
(922, 396)
(922, 395)
(922, 394)
(923, 394)
(923, 393)
(924, 393)
(925, 393)
(925, 392)
(926, 392)
(926, 391)
(927, 391)
(928, 391)
(928, 390)
(928, 389)
(929, 389)
(929, 388)
(929, 387)
(929, 386)
(929, 385)
(929, 384)
(929, 383)
(930, 383)
(930, 382)
(930, 381)
(930, 380)
(930, 379)
(930, 378)
(930, 377)
(929, 377)
(929, 376)
(929, 375)
(929, 374)
(929, 373)
(929, 372)
(929, 371)
(929, 370)
(929, 369)
(930, 369)
(930, 368)
(930, 367)
(930, 366)
(930, 365)
(930, 364)
(931, 364)
(931, 363)
(932, 363)
(932, 362)
(932, 361)
(932, 360)
(932, 359)
(932, 358)
(933, 358)
(933, 357)
(933, 356)
(933, 355)
(933, 354)
(933, 353)
(933, 352)
(934, 352)
(934, 351)
(934, 350)
(934, 349)
(934, 348)
(934, 347)
(934, 346)
(934, 345)
(934, 344)
(934, 343)
(935, 343)
(935, 342)
(935, 341)
(935, 340)
(936, 340)
(936, 339)
(936, 338)
(937, 338)
(937, 337)
(936, 337)
(936, 336)
(936, 335)
(936, 334)
(936, 333)
(936, 332)
(936, 331)
(936, 330)
(936, 329)
(936, 328)
(936, 327)
(936, 326)
(937, 326)
(937, 325)
(937, 324)
(937, 323)
(938, 323)
(938, 322)
(939, 322)
(939, 321)
(939, 320)
(939, 319)
(939, 318)
(939, 317)
(939, 316)
(939, 315)
(939, 314)
(939, 313)
(939, 312)
(940, 312)
(940, 311)
(940, 310)
(940, 309)
(941, 309)
(941, 308)
(942, 308)
(942, 307)
(942, 306)
(942, 305)
(943, 305)
(943, 304)
(944, 304)
(944, 303)
(944, 302)
(944, 301)
(944, 300)
(945, 300)
(945, 299)
(945, 298)
(945, 297)
(945, 296)
(945, 295)
(946, 295)
(947, 295)
(947, 294)
(947, 293)
(947, 292)
(947, 291)
(947, 290)
(947, 289)
(946, 289)
(946, 288)
(946, 287)
(946, 286)
(946, 285)
(946, 284)
(946, 283)
(946, 282)
(945, 282)
(945, 281)
(945, 280)
(944, 280)
(944, 279)
(944, 278)
(945, 278)
(945, 277)
(945, 276)
(945, 275)
(945, 274)
(945, 273)
(945, 272)
(945, 271)
(945, 270)
(946, 270)
(946, 269)
(946, 268)
(947, 268)
(947, 267)
(947, 266)
(947, 265)
(947, 264)
(947, 263)
(947, 262)
(948, 262)
(948, 261)
(948, 260)
(948, 259)
(948, 258)
(948, 257)
(948, 256)
(947, 256)
(947, 255)
(947, 254)
(947, 253)
(947, 252)
(947, 251)
(947, 250)
(947, 249)
(947, 248)
(947, 247)
(947, 246)
(947, 245)
(946, 245)
(946, 244)
(946, 243)
(946, 242)
(945, 242)
(944, 242)
(944, 241)
(944, 240)
(944, 239)
(943, 239)
(943, 238)
(943, 237)
(943, 236)
(943, 235)
(943, 234)
(943, 233)
(943, 232)
(943, 231)
(943, 230)
(943, 229)
(943, 228)
(944, 228)
(945, 228)
(945, 227)
(945, 226)
(945, 225)
(945, 224)
(945, 223)
(945, 222)
(945, 221)
(945, 220)
(945, 219)
(946, 219)
(947, 219)
(947, 218)
(947, 217)
(948, 217)
(949, 217)
(949, 216)
(950, 216)
(950, 215)
(951, 215)
(952, 215)
(953, 215)
(953, 214)
(953, 213)
(953, 212)
(953, 211)
(953, 210)
(953, 209)
(954, 209)
(954, 208)
(954, 207)
(954, 206)
(954, 205)
(955, 205)
(956, 205)
(957, 205)
(957, 204)
(958, 204)
(959, 204)
(960, 204)
(961, 204)
(961, 205)
(962, 205)
(963, 205)
(964, 205)
(964, 204)
(965, 204)
(965, 203)
(965, 202)
(966, 202)
(966, 201)
(967, 201)
(967, 200)
(967, 199)
