(49, 49, 0)
(48, 49, 0)
(48, 48, 0)
(47, 48, 0)
(47, 48, 1)
(47, 47, 1)
(47, 46, 1)
(47, 46, 2)
(47, 46, 3)
(47, 46, 4)
(46, 46, 4)
(45, 46, 4)
(45, 45, 4)
(45, 44, 4)
(45, 43, 4)
(45, 42, 4)
(45, 41, 4)
(45, 40, 4)
(45, 39, 4)
(45, 38, 4)
(45, 38, 5)
(45, 37, 5)
(45, 37, 6)
(45, 36, 6)
(45, 35, 6)
(44, 35, 6)
(43, 35, 6)
(42, 35, 6)
(41, 35, 6)
(41, 34, 6)
(41, 33, 6)
(40, 33, 6)
(40, 32, 6)
(39, 32, 6)
(39, 32, 7)
(38, 32, 7)
(38, 31, 7)
(38, 31, 8)
(38, 31, 9)
(37, 31, 9)
(37, 30, 9)
(36, 30, 9)
(35, 30, 9)
(35, 29, 9)
(34, 29, 9)
(33, 29, 9)
(33, 28, 9)
(33, 28, 10)
(33, 28, 11)
(32, 28, 11)
(32, 27, 11)
(32, 26, 11)
(32, 25, 11)
(31, 25, 11)
(31, 25, 12)
(30, 25, 12)
(29, 25, 12)
(29, 25, 11)
(28, 25, 11)
(27, 25, 11)
(26, 25, 11)
(26, 24, 11)
(26, 24, 12)
(25, 24, 12)
(25, 23, 12)
(25, 22, 12)
(25, 22, 11)
(25, 21, 11)
(25, 21, 12)
(25, 20, 12)
(24, 20, 12)
(24, 19, 12)
(24, 18, 12)
(24, 17, 12)
(23, 17, 12)
(22, 17, 12)
(22, 16, 12)
(22, 15, 12)
(21, 15, 12)
(20, 15, 12)
(19, 15, 12)
(19, 15, 13)
(19, 14, 13)
(19, 13, 13)
(18, 13, 13)
(17, 13, 13)
(17, 12, 13)
(16, 12, 13)
(16, 11, 13)
(16, 11, 12)
(15, 11, 12)
(15, 11, 13)
(15, 12, 13)
(14, 12, 13)
(13, 12, 13)
(12, 12, 13)
(12, 12, 12)
