(49, 49, 0)
(49, 49, 1)
(49, 49, 2)
(49, 49, 3)
(49, 49, 4)
(49, 49, 5)
(49, 49, 6)
(49, 49, 7)
(49, 49, 8)
(49, 49, 9)
(49, 49, 10)
(49, 49, 11)
(49, 49, 12)
(49, 49, 13)
(49, 49, 14)
(49, 49, 15)
(49, 49, 16)
(49, 49, 17)
(49, 49, 18)
(49, 49, 19)
(49, 49, 20)
(49, 49, 21)
(49, 49, 22)
(49, 49, 23)
(49, 49, 24)
(49, 49, 25)
(49, 48, 25)
(49, 47, 25)
(49, 46, 25)
(49, 45, 25)
(49, 44, 25)
(49, 43, 25)
(49, 42, 25)
(49, 41, 25)
(49, 40, 25)
(49, 39, 25)
(49, 38, 25)
(49, 37, 25)
(49, 36, 25)
(49, 35, 25)
(49, 34, 25)
(49, 33, 25)
(49, 32, 25)
(49, 31, 25)
(49, 30, 25)
(49, 29, 25)
(49, 28, 25)
(49, 27, 25)
(49, 26, 25)
(49, 25, 25)
(49, 24, 25)
(49, 23, 25)
(49, 22, 25)
(49, 21, 25)
(49, 20, 25)
(49, 19, 25)
(49, 18, 25)
(49, 17, 25)
(49, 16, 25)
(49, 15, 25)
(49, 14, 25)
(49, 13, 25)
(49, 12, 25)
(48, 12, 25)
(47, 12, 25)
(46, 12, 25)
(45, 12, 25)
(44, 12, 25)
(43, 12, 25)
(42, 12, 25)
(41, 12, 25)
(40, 12, 25)
(39, 12, 25)
(38, 12, 25)
(37, 12, 25)
(36, 12, 25)
(35, 12, 25)
(34, 12, 25)
(33, 12, 25)
(32, 12, 25)
(31, 12, 25)
(30, 12, 25)
(29, 12, 25)
(28, 12, 25)
(27, 12, 25)
(26, 12, 25)
(25, 12, 25)
(24, 12, 25)
(23, 12, 25)
(22, 12, 25)
(21, 12, 25)
(20, 12, 25)
(19, 12, 25)
(18, 12, 25)
(17, 12, 25)
(16, 12, 25)
(15, 12, 25)
(14, 12, 25)
(13, 12, 25)
(12, 12, 25)
