(49, 25, 25)
(48, 25, 25)
(47, 25, 25)
(47, 24, 25)
(47, 24, 24)
(47, 24, 23)
(47, 23, 23)
(47, 23, 22)
(47, 22, 22)
(47, 21, 22)
(47, 20, 22)
(46, 20, 22)
(45, 20, 22)
(44, 20, 22)
(44, 20, 21)
(44, 19, 21)
(43, 19, 21)
(42, 19, 21)
(41, 19, 21)
(40, 19, 21)
(40, 18, 21)
(39, 18, 21)
(39, 18, 20)
(39, 17, 20)
(39, 16, 20)
(39, 16, 19)
(38, 16, 19)
(37, 16, 19)
(36, 16, 19)
(36, 15, 19)
(35, 15, 19)
(35, 14, 19)
(35, 13, 19)
(34, 13, 19)
(33, 13, 19)
(33, 12, 19)
(32, 12, 19)
(31, 12, 19)
(31, 12, 18)
(31, 12, 17)
(31, 11, 17)
(30, 11, 17)
(29, 11, 17)
(28, 11, 17)
(28, 10, 17)
(27, 10, 17)
(27, 10, 16)
(26, 10, 16)
(26, 9, 16)
(26, 8, 16)
(25, 8, 16)
(24, 8, 16)
(23, 8, 16)
(22, 8, 16)
(22, 8, 15)
(21, 8, 15)
(20, 8, 15)
(19, 8, 15)
(19, 8, 14)
(19, 8, 13)
(18, 8, 13)
(18, 7, 13)
(18, 7, 12)
(17, 7, 12)
(16, 7, 12)
(15, 7, 12)
(15, 7, 11)
(14, 7, 11)
(14, 7, 10)
(14, 7, 9)
(14, 6, 9)
(13, 6, 9)
(12, 6, 9)
(12, 6, 8)
(11, 6, 8)
(10, 6, 8)
(10, 6, 7)
(10, 6, 6)
(10, 6, 5)
(9, 6, 5)
(8, 6, 5)
(7, 6, 5)
(7, 5, 5)
(7, 4, 5)
(7, 4, 6)
(7, 3, 6)
(7, 3, 5)
(6, 3, 5)
(6, 2, 5)
(5, 2, 5)
(5, 2, 4)
(5, 1, 4)
(5, 1, 3)
(4, 1, 3)
(3, 1, 3)
(2, 1, 3)
(1, 1, 3)
(1, 1, 2)
(1, 1, 1)
(1, 1, 0)
(1, 0, 0)
(0, 0, 0)
